0	206.8875
16	215.80625
32	222.55
48	228.58125
64	235.85
80	239.23125
96	240.78125
112	241.44375
128	241.3875
144	239.825
160	235.49375
176	229.81875
192	224.5625
208	218.2625
224	213.0625
240	207.0125
256	200.43125
272	192.70625
288	182.98125
304	173.025
320	161.80625
336	150.71875
352	139.75
368	126.53125
384	114.45
400	98.74102564
416	86.24358974
432	72.05641026
448	57.62051282
464	45.38974359
480	32.02479339
496	19.88347107
512	12.3214876
528	7.46012024
544	4.174148297
560	2.093186373
576	1.588705647
592	2.054122939
608	3.596593186
624	7.441282565
640	12.01039604
656	17.75841584
672	25.31386139
688	33.37425743
704	40.44059406
720	48.61794872
736	55.31538462
752	67.11794872
768	71.29487179
784	79.63076923
800	90.43333333
816	103.0410256
832	114.5410256
848	130.59375
864	141.03125
880	152.675
896	171.4875
912	183.475
928	193.91875
944	204.41875
960	217.3375
976	225.575
992	231
1008	236.7625
1023	240.9
