0	192.3176471
16	199.6647059
32	203.7
48	208.2705882
64	210.4176471
80	213.9352941
96	215.5411765
112	216.8588235
128	218.7529412
144	217.4941176
160	213.0764706
176	206.9941176
192	201.7058824
208	196.1235294
224	190.7117647
240	185.0705882
256	179.0176471
272	171.9470588
288	163.0882353
304	153.8529412
320	143.8529412
336	133.2882353
352	123.6764706
368	111.4058824
384	100.9705882
400	89.71176471
416	76.70487805
432	63.6097561
448	50.69756098
464	39.47560976
480	27.81450382
496	16.99770992
512	10.49083969
528	6.253
544	3.4284
560	1.776679622
576	1.444086619
592	1.949694614
608	3.4168
624	6.8018
640	10.951
656	16.2325
672	22.9440678
688	30.03220339
704	36.44237288
720	43.37457627
736	49.41525424
752	59.55254237
768	62.24237288
784	71.07419355
800	80.83225806
816	92.00645161
832	102.3
848	113.3193548
864	125.2529412
880	135.5
896	152.2411765
912	162.2764706
928	171.2882353
944	181.0411765
960	191.8941176
976	199.5823529
992	204.3647059
1008	209.4764706
1023	212.7705882
