0	184.2466667
16	189.56
32	193
48	196.14
64	198.58
80	199.7333333
96	199.82
112	198.8933333
128	197.52
144	193.9866667
160	189.0533333
176	184.3266667
192	179.3266667
208	173.3533333
224	169.12
240	162.86
256	150.52
272	142.0733333
288	131.3333333
304	122.98
320	113.7
336	105.7733333
352	97.56
368	87.30666667
384	77.10666667
400	67.64666667
416	57.83
432	46.8275
448	36.5425
464	24.78823529
480	18.17941176
496	10.27765043
512	5.616045845
528	2.853583333
544	1.565166667
560	1.35425
576	2.0455
592	3.580166667
608	5.734666667
624	9.9965
640	14.77
656	20.62166667
672	27.555
688	34.66568627
704	41.48064516
720	47.3516129
736	53.27419355
752	62.2
768	64.74354839
784	73.52758621
800	81.84482759
816	91.84137931
832	101.3724138
848	111.0517241
864	119.8758621
880	128.762069
896	141.7363636
912	150.4454545
928	158.4545455
944	166.2181818
960	175.9590909
976	181.84
992	186.3066667
1008	191.1533333
1023	194.42
