0	226.09375
0	226.5625
0	226.33125
0	225.6125
0	223.825
0	223.39375
63	237.84375
63	239.89375
63	241.1125
63	239.325
63	237.475
63	238.21875
127	240.78125
127	240.51875
127	240.95
127	241.06875
127	241.5125
127	241.11875
191	219.7125
191	219.6875
191	219.275
191	220.00625
191	219.575
191	220.46875
255	198.725
255	199.13125
255	199.78125
255	199.45
255	199.4
255	199.0125
319	155.05
319	155.5875
319	155.98125
319	154.9375
319	155.56875
319	156.1125
383	105.21875
383	105.1625
383	105.675
383	105.53125
383	105.56875
383	105.66875
447	48.732
447	48.828
447	48.896
447	48.64133333
447	48.85733333
447	48.67866667
511	7.784749455
511	7.784749455
511	7.795642702
511	8.042701525
511	7.792592593
511	7.815904139
575	2.027901078
575	2.065821179
575	2.058084971
575	2.065250476
575	2.061128725
575	2.070513633
639	15.97117117
639	15.90540541
639	15.95225225
639	15.82972973
639	15.73243243
639	15.89099099
703	48.23589744
703	48.32820513
703	48.57948718
703	47.86153846
703	47.83589744
703	48.1
767	83.72820513
767	84.30512821
767	83.96666667
767	83.91282051
767	84.47692308
767	84.64358974
831	121.3375
831	121.90625
831	122.1625
831	121.6625
831	122.65625
831	122.85625
895	164.1875
895	164.04375
895	164.24375
895	164.825
895	163.8125
895	164.06875
959	207.19375
959	207.9625
959	207.26875
959	207.0625
959	207.425
959	206.975
1023	237.275
1023	237.7
1023	237.2
1023	236.35625
1023	236.53125
1023	236.875
