0	200.7
16	207.8235294
32	212.3941176
48	216.0705882
64	218.3705882
80	220.2647059
96	220.9823529
112	219.5117647
128	218.3058824
144	215.7176471
160	210.3823529
176	205.2529412
192	198.5764706
208	193.1411765
224	187.9588235
240	182.1117647
256	176.4294118
272	169.3882353
288	160.5764706
304	151.3470588
320	141.3411765
336	131.4294118
352	121.6411765
368	110
384	99.36470588
400	88.21764706
416	75.36097561
432	62.76341463
448	50.0195122
464	38.82195122
480	27.19917355
496	16.56198347
512	10.10574713
528	5.972701149
544	3.284115884
560	1.681089109
576	1.386633663
592	1.927872128
608	3.44025974
624	6.9105
640	10.9795
656	16.2255
672	22.86440678
688	29.91016949
704	36.1440678
720	42.92711864
736	49.12033898
752	59.19152542
768	62.11525424
784	70.52258065
800	80.18064516
816	91.11612903
832	101.4419355
848	112.2774194
864	121.1903226
880	131.4
896	147.6142857
912	157.25
928	165.9071429
944	175.5142857
960	186.0857143
976	193.1357143
992	197.6285714
1008	202.7642857
1023	206.0214286
